occurrenceID	measurementType	measurementValue	measurmentUnit	measurementRemarks
SO_isotope:ULB-PROTEKER_2016_Aster028	Disc_radius_r	0.017	m	
SO_isotope:ULB-PROTEKER_2016_Aster029	Disc_radius_r	0.019	m	
SO_isotope:ULB-PROTEKER_2016_Aster030	Disc_radius_r	0.035	m	
SO_isotope:ULB-PROTEKER_2016_Aster031	Disc_radius_r	0.016	m	
SO_isotope:ULB-PROTEKER_2016_Aster032	Disc_radius_r	0.011	m	
SO_isotope:ULB-PROTEKER_2016_Aster033	Disc_radius_r	0.007	m	
SO_isotope:ULB-PROTEKER_2016_Aster034	Disc_radius_r	0.012	m	
SO_isotope:ULB-PROTEKER_2016_Aster035	Disc_radius_r	0.009	m	
SO_isotope:ULB-PROTEKER_2016_Aster036	Disc_radius_r	0.007	m	
SO_isotope:ULB-PROTEKER_2016_Aster037	Disc_radius_r	0.011	m	
SO_isotope:ULB-PROTEKER_2016_Aster038	Disc_radius_r	0.009	m	
SO_isotope:ULB-PROTEKER_2016_Aster039	Disc_radius_r	0.011	m	
SO_isotope:ULB-PROTEKER_2016_Aster040	Disc_radius_r	0.008	m	
SO_isotope:ULB-PROTEKER_2016_Aster041	Disc_radius_r	0.007	m	
SO_isotope:ULB-PROTEKER_2016_Aster042	Disc_radius_r	0.008	m	
SO_isotope:ULB-PROTEKER_2016_Aster043	Disc_radius_r	0.008	m	
SO_isotope:ULB-PROTEKER_2016_Aster044	Disc_radius_r	0.006	m	
SO_isotope:ULB-PROTEKER_2016_Aster069	Disc_radius_r	0.005	m	
SO_isotope:ULB-PROTEKER_2016_Aster070	Disc_radius_r	0.004	m	
SO_isotope:ULB-PROTEKER_2016_Aster071	Disc_radius_r	0.002	m	
SO_isotope:ULB-PROTEKER_2016_Aster072	Disc_radius_r	0.001	m	
SO_isotope:ULB-PROTEKER_2016_Aster073	Disc_radius_r	0.001	m	
SO_isotope:ULB-PROTEKER_2016_Aster074	Disc_radius_r	0.001	m	
SO_isotope:ULB-PROTEKER_2016_Aster075	Disc_radius_r	0.001	m	
SO_isotope:ULB-PROTEKER_2016_Aster076	Disc_radius_r	0.001	m	
SO_isotope:ULB-PROTEKER_2016_Aster077	Disc_radius_r	0.001	m	
SO_isotope:ULB-PROTEKER_2016_Aster091B	Disc_radius_r	0.027	m	
SO_isotope:ULB-PROTEKER_2016_Aster092	Disc_radius_r	0.013	m	
SO_isotope:ULB-PROTEKER_2016_Aster093	Disc_radius_r	0.011	m	
SO_isotope:ULB-PROTEKER_2016_Aster094	Disc_radius_r	0.005	m	
SO_isotope:ULB-PROTEKER_2016_Aster095	Disc_radius_r	0.006	m	
SO_isotope:ULB-PROTEKER_2016_Aster096	Disc_radius_r	0.005	m	
SO_isotope:ULB-PROTEKER_2016_Aster078	Disc_radius_r	0.006	m	
SO_isotope:ULB-PROTEKER_2016_Aster079	Disc_radius_r	0.003	m	
SO_isotope:ULB-PROTEKER_2016_Aster087	Disc_radius_r	0.003	m	
SO_isotope:ULB-PROTEKER_2016_Aster101	Disc_radius_r	0.005	m	
SO_isotope:ULB-PROTEKER_2016_Aster105	Disc_radius_r	0.006	m	
SO_isotope:-PROTEKER_2016_ASTER007	Disc_radius_r	0	m	
SO_isotope:-PROTEKER_2016_ASTER016	Disc_radius_r	0	m	
SO_isotope:-PROTEKER_2016_ASTER009	Disc_radius_r	0	m	
SO_isotope:-PROTEKER_2016_ASTER010	Disc_radius_r	0	m	
SO_isotope:-PROTEKER_2016_ASTER015	Disc_radius_r	0	m	
SO_isotope:ULB-PROTEKER_2016_Aster064	Disc_radius_r	0.007	m	
SO_isotope:ULB-PROTEKER_2016_Aster065	Disc_radius_r	0.011	m	
SO_isotope:ULB-PROTEKER_2016_Aster066	Disc_radius_r	0.008	m	
SO_isotope:ULB-PROTEKER_2016_Aster067	Disc_radius_r	0.011	m	
SO_isotope:ULB-PROTEKER_2016_Aster068	Disc_radius_r	0.011	m	
SO_isotope:ULB-PROTEKER_2016_Aster088	Disc_radius_r	0.01	m	
SO_isotope:ULB-PROTEKER_2016_Aster089	Disc_radius_r	0.009	m	
SO_isotope:ULB-PROTEKER_2016_Aster090	Disc_radius_r	0.009	m	
SO_isotope:ULB-PROTEKER_2016_Aster091	Disc_radius_r	0.008	m	
SO_isotope:ULB-PROTEKER_2016_Aster099	Disc_radius_r	0.008	m	
SO_isotope:ULB-PROTEKER_2016_Aster100	Disc_radius_r	0.009	m	
SO_isotope:ULB-PROTEKER_2016_Aster102	Disc_radius_r	0.008	m	
SO_isotope:ULB-PROTEKER_2016_Aster103	Disc_radius_r	0.007	m	
SO_isotope:ULB-PROTEKER_2016_Aster104	Disc_radius_r	0.009	m	
SO_isotope:ULB-PROTEKER_2016_Aster106	Disc_radius_r	0.008	m	
SO_isotope:ULB-PROTEKER_2016_Aster107	Disc_radius_r	0.01	m	
SO_isotope:ULB-PROTEKER_2016_Aster108	Disc_radius_r	0.009	m	
SO_isotope:ULB-PROTEKER_2016_Aster113	Disc_radius_r	0.011	m	
SO_isotope:ULB-PROTEKER_2016_Aster114	Disc_radius_r	0.009	m	
SO_isotope:ULB-PROTEKER_2016_Aster115	Disc_radius_r	0.011	m	
SO_isotope:ULB-PROTEKER_2016_Aster116	Disc_radius_r	0.01	m	
SO_isotope:ULB-PROTEKER_2016_Aster117	Disc_radius_r	0.009	m	
SO_isotope:ULB-PROTEKER_2016_Aster118	Disc_radius_r	0.009	m	
SO_isotope:ULB-PROTEKER_2016_Aster119	Disc_radius_r	0.009	m	
SO_isotope:ULB-PROTEKER_2016_Aster120	Disc_radius_r	0.01	m	
SO_isotope:ULB-PROTEKER_2016_Aster121	Disc_radius_r	0.007	m	
SO_isotope:ULB-PROTEKER_2016_Aster122	Disc_radius_r	0.008	m	
SO_isotope:-PROTEKER_2016_ASTER003	Disc_radius_r	0	m	
SO_isotope:-PROTEKER_2016_ASTER004	Disc_radius_r	0	m	
SO_isotope:-PROTEKER_2016_ASTER018	Disc_radius_r	0	m	
SO_isotope:-PROTEKER_2016_ASTER019	Disc_radius_r	0	m	
SO_isotope:ULB-PROTEKER_2016_Aster063	Disc_radius_r	0.011	m	
SO_isotope:ULB-PROTEKER_2016_Aster086	Disc_radius_r	0.012	m	
SO_isotope:ULB-PROTEKER_2016_Aster097	Disc_radius_r	0.008	m	
SO_isotope:ULB-PROTEKER_2016_Aster098	Disc_radius_r	0.011	m	
SO_isotope:ULB-PROTEKER_2016_Aster109	Disc_radius_r	0.011	m	
SO_isotope:ULB-PROTEKER_2016_Aster110	Disc_radius_r	0.006	m	
SO_isotope:ULB-PROTEKER_2016_Aster111	Disc_radius_r	0.008	m	
SO_isotope:ULB-PROTEKER_2016_Aster112	Disc_radius_r	0.012	m	
SO_isotope:ULB-PS96_995.1	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_995.2	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_1301	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_210	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_356	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_751.1	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_751.2	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_751.3	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_752.1	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_752.2	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_752.3	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_752.4	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_763	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_765.1	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_765.2	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_765.3	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_85	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_355	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_354	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_661.1	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_661.2	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_105	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_106	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_1239.1	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_1239.2	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_1240.1	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_1302	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_1305	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_1306	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_1307	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_1310.1	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_1310.2	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_1312.1	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_1312.2	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_1314.1	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_1314.2	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_1314.3	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_209	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_214.1	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_214.2	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_216.1	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_216.2	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_216.3	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_218	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_266.1	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_266.2	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_290	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_353	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_362	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_499	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_500	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_612	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_753.1	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_753.2	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_762.1	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_762.2	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_762.3	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_764.1	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_764.2	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_766	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_823.1	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_823.2	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_823.3	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_823.4	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_90	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_91.1	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_91.10	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_91.11	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_91.2	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_91.3	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_91.4	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_91.5	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_91.6	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_91.7	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_91.8	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_91.9	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_92	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_931	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_993.1	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_991.1	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_991.2	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_501	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_923.1	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_923.2	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_1125	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_86.1	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_86.2	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_86.3	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_86.4	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_660	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_927.1	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_927.2	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_932.1	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_932.2	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_1313.1	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_1313.2	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_1313.3	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_215.1	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_215.2	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_289	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_364	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_824.1	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_824.2	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_824.4	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_87.1	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_87.2	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_87.3	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_87.4	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_88.1	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_88.2	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_930	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_104.1	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_104.2	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_1123	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_1244	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_1316.1	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_1316.2	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_213.1	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_213.2	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_268.1	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_363	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_491	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_492	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_493	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_494	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_495	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_761.1	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_761.2	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_761.3	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_924.1	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_924.2	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_924.3	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_924.4	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_992.1	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_992.2	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_992.3	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_992.4	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_992.5	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_992.6	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_933	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_1124	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_1126	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_212.1	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_359	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_760	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_98	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_1240.2	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_357	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_509	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_613	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_749	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_108	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_1081.1	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_1081.2	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_1081.3	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_1122	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_1238.1	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_1238.2	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_1242	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_496	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_497	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_498	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_662.1	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_662.2	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_662.3	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_662.4	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_662.5	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_662.6	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_662.7	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_662.8	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_662.9	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_675	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_89	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_929	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_934	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_1237.1	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_1237.2	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_1237.3	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_1237.4	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_1308	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_211.1	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_211.2	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_211.3	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_211.4	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_1309	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_1315.1	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_1315.2	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_1315.3	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_663	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_928	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_97	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_925	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_1303	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_1304	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_265	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_267	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_365	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_759	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_822.1	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_822.2	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_822.3	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_825	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_926	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_107	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_993.2	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_1080	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_1082.1	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_1082.2	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_1082.3	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_1082.4	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_109	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_1241.1	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_1241.2	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_1243	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_212.2	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_212.3	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_217.1	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_217.10	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_217.11	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_217.2	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_217.3	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_217.4	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_217.5	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_217.6	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_217.7	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_217.8	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_217.9	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_502	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_503	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_504	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_505	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_506	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_507	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_508	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_994.1	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_994.2	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_358	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_1311.1	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_1311.2	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_754.1	Disc_radius_r	0	m	
SO_isotope:ULB-PS96_754.2	Disc_radius_r	0	m	
SO_isotope:MNHN-IE-2013-17425	Disc_radius_r	0.001	m	
SO_isotope:MNHN-IE-2013-17407	Disc_radius_r	0.006	m	
SO_isotope:MNHN-IE-2013-17408	Disc_radius_r	0.003	m	
SO_isotope:MNHN-IE-2013-17409	Disc_radius_r	0.004	m	
SO_isotope:MNHN-IE-2013-8579	Disc_radius_r	0.003	m	
SO_isotope:MNHN-IE-2013-17384	Disc_radius_r	0.002	m	
SO_isotope:MNHN-IE-2013-17385	Disc_radius_r	0.003	m	
SO_isotope:MNHN-IE-2013-17386	Disc_radius_r	0.003	m	
SO_isotope:MNHN-IE-2013-17387	Disc_radius_r	0.003	m	
SO_isotope:MNHN-IE-2013-17388	Disc_radius_r	0.003	m	
SO_isotope:MNHN-IE-2013-17389	Disc_radius_r	0.004	m	
SO_isotope:MNHN-IE-2013-17426	Disc_radius_r	0.003	m	
SO_isotope:MNHN-IE-2013-17427	Disc_radius_r	0.004	m	
SO_isotope:MNHN-IE-2013-17428	Disc_radius_r	0.003	m	
SO_isotope:MNHN-IE-2013-17429	Disc_radius_r	0.003	m	
SO_isotope:MNHN-IE-2013-17430	Disc_radius_r	0.003	m	
SO_isotope:MNHN-IE-2013-17431	Disc_radius_r	0.003	m	
SO_isotope:MNHN-IE-2013-17432	Disc_radius_r	0.003	m	
SO_isotope:MNHN-IE-2013-17433	Disc_radius_r	0.004	m	
SO_isotope:MNHN-IE-2013-17434	Disc_radius_r	0.005	m	
SO_isotope:MNHN-IE-2013-17435	Disc_radius_r	0.005	m	
SO_isotope:MNHN-IE-2013-17436	Disc_radius_r	0.004	m	
SO_isotope:MNHN-IE-2013-17410	Disc_radius_r	0.005	m	
SO_isotope:MNHN-IE-2013-17397	Disc_radius_r	0.005	m	
SO_isotope:MNHN-IE-2013-17398	Disc_radius_r	0.003	m	
SO_isotope:MNHN-IE-2013-17399	Disc_radius_r	0.001	m	
SO_isotope:MNHN-IE-2013-17400	Disc_radius_r	0.002	m	
SO_isotope:MNHN-IE-2013-8495	Disc_radius_r	0.007	m	
SO_isotope:MNHN-IE-2013-17437	Disc_radius_r	0.004	m	
SO_isotope:MNHN-IE-2013-17411	Disc_radius_r	0.011	m	
SO_isotope:MNHN-IE-2013-17412	Disc_radius_r	0.007	m	
SO_isotope:MNHN-IE-2013-17413	Disc_radius_r	0.009	m	
SO_isotope:MNHN-IE-2013-8507	Disc_radius_r	0.009	m	
SO_isotope:MNHN-IE-2013-17390	Disc_radius_r	0.016	m	
SO_isotope:MNHN-IE-2013-17392	Disc_radius_r	0.006	m	
SO_isotope:MNHN-IE-2013-17393	Disc_radius_r	0.008	m	
SO_isotope:MNHN-IE-2013-17394	Disc_radius_r	0.005	m	
SO_isotope:MNHN-IE-2013-17395	Disc_radius_r	0.006	m	
SO_isotope:MNHN-IE-2013-17396	Disc_radius_r	0.004	m	
SO_isotope:MNHN-IE-2013-17438	Disc_radius_r	0.005	m	
SO_isotope:MNHN-IE-2013-17439	Disc_radius_r	0.005	m	
SO_isotope:MNHN-IE-2013-17440	Disc_radius_r	0.005	m	
SO_isotope:MNHN-IE-2013-17441	Disc_radius_r	0.005	m	
SO_isotope:MNHN-IE-2013-17391	Disc_radius_r	0.007	m	
SO_isotope:MNHN-IE-2013-8552	Disc_radius_r	0.011	m	
SO_isotope:MNHN-IE-2013-17416	Disc_radius_r	0.005	m	
SO_isotope:MNHN-IE-2013-8583	Disc_radius_r	0.003	m	
SO_isotope:MNHN-IE-2013-17414	Disc_radius_r	0.008	m	
SO_isotope:MNHN-IE-2013-17415	Disc_radius_r	0.009	m	
SO_isotope:MNHN-IE-2013-17442	Disc_radius_r	0.007	m	
SO_isotope:MNHN-IE-2013-17401	Disc_radius_r	0.008	m	
SO_isotope:MNHN-IE-2013-17402	Disc_radius_r	0.004	m	
SO_isotope:MNHN-IE-2013-17417	Disc_radius_r	0.006	m	
SO_isotope:MNHN-IE-2013-17418	Disc_radius_r	0.008	m	
SO_isotope:MNHN-IE-2013-17419	Disc_radius_r	0.006	m	
SO_isotope:MNHN-IE-2013-17420	Disc_radius_r	0.007	m	
SO_isotope:MNHN-IE-2013-17421	Disc_radius_r	0.006	m	
SO_isotope:MNHN-IE-2013-17422	Disc_radius_r	0.005	m	
SO_isotope:MNHN-IE-2013-17423	Disc_radius_r	0.006	m	
SO_isotope:MNHN-IE-2013-17424	Disc_radius_r	0.003	m	
SO_isotope:MNHN-IE-2013-17464	Disc_radius_r	0.002	m	
SO_isotope:MNHN-IE-2013-17465	Disc_radius_r	0.002	m	
SO_isotope:MNHN-IE-2013-17466	Disc_radius_r	0.001	m	
SO_isotope:MNHN-IE-2013-17443	Disc_radius_r	0.006	m	
SO_isotope:MNHN-IE-2013-17467	Disc_radius_r	0.005	m	
SO_isotope:MNHN-IE-2013-17468	Disc_radius_r	0.005	m	
SO_isotope:MNHN-IE-2013-17469	Disc_radius_r	0.003	m	
SO_isotope:MNHN-IE-2013-17470	Disc_radius_r	0.003	m	
SO_isotope:MNHN-IE-2013-17471	Disc_radius_r	0.003	m	
SO_isotope:MNHN-IE-2013-17444	Disc_radius_r	0.003	m	
SO_isotope:MNHN-IE-2013-17472	Disc_radius_r	0.005	m	
SO_isotope:MNHN-IE-2013-13114	Disc_radius_r	0.006	m	
SO_isotope:MNHN-IE-2013-17445	Disc_radius_r	0.002	m	
SO_isotope:MNHN-IE-2013-17473	Disc_radius_r	0.022	m	
