occurrenceID	measurementType	measurementValue	measurmentUnit	measurementRemarks
SO_isotope:ULB-JR308_129.6	d34S	18.6		tegument
SO_isotope:ULB-JR308_129.9	d34S	17.45		tegument
SO_isotope:ULB-JR308_178.10	d34S	16.9		tegument
SO_isotope:ULB-JR308_178.4	d34S	17.76		tegument
SO_isotope:ULB-JR308_178.5	d34S	18.11		tegument
SO_isotope:ULB-JR308_178.6	d34S	17.82		tegument
SO_isotope:ULB-JR308_178.7	d34S	17.85		tegument
SO_isotope:ULB-JR308_78.2	d34S	17.77		tegument
SO_isotope:ULB-JR308_275.2	d34S	15.68		tegument
SO_isotope:ULB-JR308_28.2	d34S	16.28		tegument
SO_isotope:ULB-JR308_39.1	d34S	15.69		tegument
SO_isotope:ULB-JR308_39.2	d34S	15.49		tegument
SO_isotope:ULB-JR308_67	d34S	15.62		tegument
SO_isotope:ULB-JR308_78.1	d34S	15.1		tegument
SO_isotope:ULB-JR308_88	d34S	12.92		tegument
SO_isotope:ULB-PROTEKER_2016_Aster052	d34S	15.07		tegument
SO_isotope:ULB-PROTEKER_2016_Aster082	d34S	16.2		tegument
SO_isotope:ULB-PROTEKER_2016_Aster083	d34S	14.88		tegument
SO_isotope:ULB-PROTEKER_2016_Aster085	d34S	16.77		tegument
SO_isotope:ULB-PROTEKER_2016_Aster123	d34S	13.27		tegument
SO_isotope:-PROTEKER_2016_ASTER005	d34S	15.47		tegument
SO_isotope:-PROTEKER_2016_ASTER006	d34S	16.72		tegument
SO_isotope:-PROTEKER_2016_ASTER012	d34S	17.09		tegument
SO_isotope:-PROTEKER_2016_ASTER013	d34S	17.29		tegument
SO_isotope:-PROTEKER_2016_ASTER017	d34S	17.58		tegument
SO_isotope:-PROTEKER_2016_ASTER023	d34S	17.03		tegument
SO_isotope:ULB-PROTEKER_2016_Aster045	d34S	17.23		tegument
SO_isotope:ULB-PROTEKER_2016_Aster046	d34S	16.77		tegument
SO_isotope:ULB-PROTEKER_2016_Aster047	d34S	17.24		tegument
SO_isotope:ULB-PROTEKER_2016_Aster048	d34S	17.29		tegument
SO_isotope:ULB-PROTEKER_2016_Aster049	d34S	15.54		tegument
SO_isotope:ULB-PROTEKER_2016_Aster050	d34S	16.55		tegument
SO_isotope:ULB-PROTEKER_2016_Aster051	d34S	17.25		tegument
SO_isotope:ULB-PROTEKER_2016_Aster053	d34S	17.73		tegument
SO_isotope:ULB-PROTEKER_2016_Aster054	d34S	16.8		tegument
SO_isotope:ULB-PROTEKER_2016_Aster055	d34S	17.59		tegument
SO_isotope:ULB-PROTEKER_2016_Aster056	d34S	15.14		tegument
SO_isotope:ULB-PROTEKER_2016_Aster057	d34S	14.75		tegument
SO_isotope:ULB-PROTEKER_2016_Aster058	d34S	14.46		tegument
SO_isotope:ULB-PROTEKER_2016_Aster059	d34S	16.01		tegument
SO_isotope:ULB-PROTEKER_2016_Aster060	d34S	16.48		tegument
SO_isotope:ULB-PROTEKER_2016_Aster061	d34S	14.73		tegument
SO_isotope:ULB-PROTEKER_2016_Aster062	d34S	17.82		tegument
SO_isotope:ULB-PROTEKER_2016_Aster080	d34S	17.25		tegument
SO_isotope:ULB-PROTEKER_2016_Aster081	d34S	17.42		tegument
SO_isotope:-PROTEKER_2016_ASTER001	d34S	17.34		tegument
SO_isotope:-PROTEKER_2016_ASTER002	d34S	17.31		tegument
SO_isotope:-PROTEKER_2016_ASTER008	d34S	17.36		tegument
SO_isotope:-PROTEKER_2016_ASTER011	d34S	17.24		tegument
SO_isotope:-PROTEKER_2016_ASTER014	d34S	17.92		tegument
SO_isotope:-PROTEKER_2016_ASTER020	d34S	17.23		tegument
SO_isotope:-PROTEKER_2016_ASTER021	d34S	16.48		tegument
SO_isotope:-PROTEKER_2016_ASTER022	d34S	17.84		tegument
SO_isotope:-PROTEKER_2016_ASTER024	d34S	17.41		tegument
SO_isotope:-PROTEKER_2016_ASTER025	d34S	16.71		tegument
SO_isotope:ULB-PROTEKER_2016_Aster026	d34S	16.66		tegument
SO_isotope:ULB-PROTEKER_2016_Aster027	d34S	16.54		tegument
SO_isotope:ULB-PROTEKER_2016_Aster028	d34S	17.01		tegument
SO_isotope:ULB-PROTEKER_2016_Aster029	d34S	17.17		tegument
SO_isotope:ULB-PROTEKER_2016_Aster030	d34S	14.43		tegument
SO_isotope:ULB-PROTEKER_2016_Aster031	d34S	17.3		tegument
SO_isotope:ULB-PROTEKER_2016_Aster032	d34S	17.97		tegument
SO_isotope:ULB-PROTEKER_2016_Aster033	d34S	17.5		tegument
SO_isotope:ULB-PROTEKER_2016_Aster034	d34S	17.47		tegument
SO_isotope:ULB-PROTEKER_2016_Aster035	d34S	17.35		tegument
SO_isotope:ULB-PROTEKER_2016_Aster036	d34S	16.38		tegument
SO_isotope:ULB-PROTEKER_2016_Aster037	d34S	17.21		tegument
SO_isotope:ULB-PROTEKER_2016_Aster038	d34S	13.47		tegument
SO_isotope:ULB-PROTEKER_2016_Aster039	d34S	17.36		tegument
SO_isotope:ULB-PROTEKER_2016_Aster040	d34S	17.38		tegument
SO_isotope:ULB-PROTEKER_2016_Aster041	d34S	14.07		tegument
SO_isotope:ULB-PROTEKER_2016_Aster042	d34S	17.54		tegument
SO_isotope:ULB-PROTEKER_2016_Aster043	d34S	13.56		tegument
SO_isotope:ULB-PROTEKER_2016_Aster044	d34S	16.85		tegument
SO_isotope:ULB-PROTEKER_2016_Aster069	d34S	17.1		tegument
SO_isotope:ULB-PROTEKER_2016_Aster070	d34S	17.11		tegument
SO_isotope:ULB-PROTEKER_2016_Aster071	d34S	17.29		tegument
SO_isotope:ULB-PROTEKER_2016_Aster072	d34S	14.65		tegument
SO_isotope:ULB-PROTEKER_2016_Aster073	d34S	15.06		tegument
SO_isotope:ULB-PROTEKER_2016_Aster074	d34S	14.93		tegument
SO_isotope:ULB-PROTEKER_2016_Aster075	d34S	17.22		tegument
SO_isotope:ULB-PROTEKER_2016_Aster076	d34S	14.9		tegument
SO_isotope:ULB-PROTEKER_2016_Aster077	d34S	16.45		tegument
SO_isotope:ULB-PROTEKER_2016_Aster091B	d34S	17.57		tegument
SO_isotope:ULB-PROTEKER_2016_Aster092	d34S	17.01		tegument
SO_isotope:ULB-PROTEKER_2016_Aster093	d34S	17.32		tegument
SO_isotope:ULB-PROTEKER_2016_Aster094	d34S	17.02		tegument
SO_isotope:ULB-PROTEKER_2016_Aster095	d34S	17.44		tegument
SO_isotope:ULB-PROTEKER_2016_Aster096	d34S	16.68		tegument
SO_isotope:ULB-PROTEKER_2016_Aster078	d34S	16.74		tegument
SO_isotope:ULB-PROTEKER_2016_Aster079	d34S	16.49		tegument
SO_isotope:ULB-PROTEKER_2016_Aster087	d34S	16.01		tegument
SO_isotope:ULB-PROTEKER_2016_Aster101	d34S	14.07		tegument
SO_isotope:ULB-PROTEKER_2016_Aster105	d34S	18.64		tegument
SO_isotope:-PROTEKER_2016_ASTER007	d34S	16.21		tegument
SO_isotope:-PROTEKER_2016_ASTER016	d34S	15.94		tegument
SO_isotope:-PROTEKER_2016_ASTER009	d34S	17.47		tegument
SO_isotope:-PROTEKER_2016_ASTER010	d34S	17.7		tegument
SO_isotope:-PROTEKER_2016_ASTER015	d34S	14.73		tegument
SO_isotope:ULB-PROTEKER_2016_Aster064	d34S	16.44		tegument
SO_isotope:ULB-PROTEKER_2016_Aster065	d34S	16.76		tegument
SO_isotope:ULB-PROTEKER_2016_Aster066	d34S	16.79		tegument
SO_isotope:ULB-PROTEKER_2016_Aster067	d34S	16.77		tegument
SO_isotope:ULB-PROTEKER_2016_Aster068	d34S	16.92		tegument
SO_isotope:ULB-PROTEKER_2016_Aster088	d34S	17.21		tegument
SO_isotope:ULB-PROTEKER_2016_Aster089	d34S	17.86		tegument
SO_isotope:ULB-PROTEKER_2016_Aster090	d34S	17.1		tegument
SO_isotope:ULB-PROTEKER_2016_Aster091	d34S	17.85		tegument
SO_isotope:ULB-PROTEKER_2016_Aster099	d34S	16.5		tegument
SO_isotope:ULB-PROTEKER_2016_Aster100	d34S	17.14		tegument
SO_isotope:ULB-PROTEKER_2016_Aster102	d34S	17.25		tegument
SO_isotope:ULB-PROTEKER_2016_Aster103	d34S	16.62		tegument
SO_isotope:ULB-PROTEKER_2016_Aster104	d34S	17.49		tegument
SO_isotope:ULB-PROTEKER_2016_Aster106	d34S	17.27		tegument
SO_isotope:ULB-PROTEKER_2016_Aster107	d34S	17.36		tegument
SO_isotope:ULB-PROTEKER_2016_Aster108	d34S	17.44		tegument
SO_isotope:ULB-PROTEKER_2016_Aster113	d34S	17.61		tegument
SO_isotope:ULB-PROTEKER_2016_Aster114	d34S	17.11		tegument
SO_isotope:ULB-PROTEKER_2016_Aster115	d34S	17.33		tegument
SO_isotope:ULB-PROTEKER_2016_Aster116	d34S	17.5		tegument
SO_isotope:ULB-PROTEKER_2016_Aster118	d34S	17.31		tegument
SO_isotope:ULB-PROTEKER_2016_Aster119	d34S	17.39		tegument
SO_isotope:ULB-PROTEKER_2016_Aster120	d34S	17.32		tegument
SO_isotope:ULB-PROTEKER_2016_Aster121	d34S	16.17		tegument
SO_isotope:ULB-PROTEKER_2016_Aster122	d34S	17.27		tegument
SO_isotope:-PROTEKER_2016_ASTER003	d34S	17.81		tegument
SO_isotope:-PROTEKER_2016_ASTER004	d34S	16.88		tegument
SO_isotope:-PROTEKER_2016_ASTER018	d34S	18.09		tegument
SO_isotope:-PROTEKER_2016_ASTER019	d34S	17.58		tegument
SO_isotope:ULB-PROTEKER_2016_Aster063	d34S	17.57		tegument
SO_isotope:ULB-PROTEKER_2016_Aster086	d34S	17.44		tegument
SO_isotope:ULB-PROTEKER_2016_Aster097	d34S	17.89		tegument
SO_isotope:ULB-PROTEKER_2016_Aster098	d34S	17.43		tegument
SO_isotope:ULB-PROTEKER_2016_Aster109	d34S	13.07		tegument
SO_isotope:ULB-PROTEKER_2016_Aster110	d34S	14.49		tegument
SO_isotope:ULB-PROTEKER_2016_Aster111	d34S	15.99		tegument
SO_isotope:ULB-PROTEKER_2016_Aster112	d34S	16.44		tegument
SO_isotope:ULB-PS96_1301	d34S	17.09		tegument
SO_isotope:ULB-PS96_210	d34S	16.76		tegument
SO_isotope:ULB-PS96_356	d34S	15.64		tegument
SO_isotope:ULB-PS96_751.1	d34S	18.01		tegument
SO_isotope:ULB-PS96_751.2	d34S	18.14		tegument
SO_isotope:ULB-PS96_751.3	d34S	17.95		tegument
SO_isotope:ULB-PS96_752.1	d34S	17.06		tegument
SO_isotope:ULB-PS96_752.2	d34S	18.02		tegument
SO_isotope:ULB-PS96_752.3	d34S	16.58		tegument
SO_isotope:ULB-PS96_752.4	d34S	18.4		tegument
SO_isotope:ULB-PS96_763	d34S	18.91		tegument
SO_isotope:ULB-PS96_765.1	d34S	17.67		tegument
SO_isotope:ULB-PS96_765.2	d34S	16.44		tegument
SO_isotope:ULB-PS96_765.3	d34S	15.94		tegument
SO_isotope:ULB-PS96_85	d34S	16.93		tegument
SO_isotope:ULB-PS96_355	d34S	13.61		tegument
SO_isotope:ULB-PS96_354	d34S	18.05		tegument
SO_isotope:ULB-PS96_661.1	d34S	18.03		tegument
SO_isotope:ULB-PS96_661.2	d34S	15.43		tegument
SO_isotope:ULB-PS96_105	d34S	13.4		tegument
SO_isotope:ULB-PS96_106	d34S	17.25		tegument
SO_isotope:ULB-PS96_1239.1	d34S	15.04		tegument
SO_isotope:ULB-PS96_1239.2	d34S	12.39		tegument
SO_isotope:ULB-PS96_1240.1	d34S	16.46		tegument
SO_isotope:ULB-PS96_1302	d34S	15.29		tegument
SO_isotope:ULB-PS96_1305	d34S	16.69		tegument
SO_isotope:ULB-PS96_1306	d34S	12.23		tegument
SO_isotope:ULB-PS96_1307	d34S	16.92		tegument
SO_isotope:ULB-PS96_1310.1	d34S	17.76		tegument
SO_isotope:ULB-PS96_1310.2	d34S	17.3		tegument
SO_isotope:ULB-PS96_1312.1	d34S	16.97		tegument
SO_isotope:ULB-PS96_1312.2	d34S	14.91		tegument
SO_isotope:ULB-PS96_1314.1	d34S	16.16		tegument
SO_isotope:ULB-PS96_1314.2	d34S	13.08		tegument
SO_isotope:ULB-PS96_1314.3	d34S	9.71		tegument
SO_isotope:ULB-PS96_209	d34S	16.16		tegument
SO_isotope:ULB-PS96_214.1	d34S	16.29		tegument
SO_isotope:ULB-PS96_214.2	d34S	17.55		tegument
SO_isotope:ULB-PS96_216.1	d34S	16.61		tegument
SO_isotope:ULB-PS96_216.2	d34S	15.45		tegument
SO_isotope:ULB-PS96_216.3	d34S	16		tegument
SO_isotope:ULB-PS96_266.1	d34S	16.37		tegument
SO_isotope:ULB-PS96_266.2	d34S	16.3		tegument
SO_isotope:ULB-PS96_290	d34S	17.42		tegument
SO_isotope:ULB-PS96_353	d34S	17.08		tegument
SO_isotope:ULB-PS96_362	d34S	15.03		tegument
SO_isotope:ULB-PS96_499	d34S	9.46		tegument
SO_isotope:ULB-PS96_500	d34S	14.78		tegument
SO_isotope:ULB-PS96_612	d34S	11.63		tegument
SO_isotope:ULB-PS96_753.1	d34S	16.35		tegument
SO_isotope:ULB-PS96_753.2	d34S	13.43		tegument
SO_isotope:ULB-PS96_762.1	d34S	11.45		tegument
SO_isotope:ULB-PS96_762.2	d34S	16.4		tegument
SO_isotope:ULB-PS96_762.3	d34S	12.84		tegument
SO_isotope:ULB-PS96_764.1	d34S	16.64		tegument
SO_isotope:ULB-PS96_764.2	d34S	17.96		tegument
SO_isotope:ULB-PS96_766	d34S	16.01		tegument
SO_isotope:ULB-PS96_823.1	d34S	16.13		tegument
SO_isotope:ULB-PS96_823.2	d34S	17.28		tegument
SO_isotope:ULB-PS96_823.3	d34S	15.94		tegument
SO_isotope:ULB-PS96_823.4	d34S	17.66		tegument
SO_isotope:ULB-PS96_90	d34S	16.51		tegument
SO_isotope:ULB-PS96_91.1	d34S	16.57		tegument
SO_isotope:ULB-PS96_91.10	d34S	10.53		tegument
SO_isotope:ULB-PS96_91.11	d34S	15.68		tegument
SO_isotope:ULB-PS96_91.2	d34S	17.43		tegument
SO_isotope:ULB-PS96_91.3	d34S	13.3		tegument
SO_isotope:ULB-PS96_91.4	d34S	12.08		tegument
SO_isotope:ULB-PS96_91.5	d34S	16.09		tegument
SO_isotope:ULB-PS96_91.6	d34S	12.32		tegument
SO_isotope:ULB-PS96_91.7	d34S	15.41		tegument
SO_isotope:ULB-PS96_91.8	d34S	11.74		tegument
SO_isotope:ULB-PS96_91.9	d34S	13.14		tegument
SO_isotope:ULB-PS96_92	d34S	13.32		tegument
SO_isotope:ULB-PS96_931	d34S	15.52		tegument
SO_isotope:ULB-PS96_993.1	d34S	16.41		tegument
SO_isotope:ULB-PS96_991.1	d34S	16.63		tegument
SO_isotope:ULB-PS96_991.2	d34S	17.94		tegument
SO_isotope:ULB-PS96_501	d34S	13.78		tegument
SO_isotope:ULB-PS96_923.1	d34S	20.07		tegument
SO_isotope:ULB-PS96_923.2	d34S	15.8		tegument
SO_isotope:ULB-PS96_86.1	d34S	15.46		tegument
SO_isotope:ULB-PS96_86.2	d34S	16.8		tegument
SO_isotope:ULB-PS96_86.3	d34S	12.35		tegument
SO_isotope:ULB-PS96_86.4	d34S	17.47		tegument
SO_isotope:ULB-PS96_660	d34S	19.05		tegument
SO_isotope:ULB-PS96_927.1	d34S	17.63		tegument
SO_isotope:ULB-PS96_927.2	d34S	16.32		tegument
SO_isotope:ULB-PS96_932.1	d34S	17.5		tegument
SO_isotope:ULB-PS96_932.2	d34S	17.12		tegument
SO_isotope:ULB-PS96_1313.1	d34S	17.25		tegument
SO_isotope:ULB-PS96_1313.2	d34S	16.95		tegument
SO_isotope:ULB-PS96_1313.3	d34S	17.04		tegument
SO_isotope:ULB-PS96_215.1	d34S	15.27		tegument
SO_isotope:ULB-PS96_215.2	d34S	17.78		tegument
SO_isotope:ULB-PS96_289	d34S	15.09		tegument
SO_isotope:ULB-PS96_364	d34S	17.14		tegument
SO_isotope:ULB-PS96_824.1	d34S	19.04		tegument
SO_isotope:ULB-PS96_824.2	d34S	16.65		tegument
SO_isotope:ULB-PS96_824.4	d34S	15.54		tegument
SO_isotope:ULB-PS96_87.1	d34S	14.3		tegument
SO_isotope:ULB-PS96_87.2	d34S	15.87		tegument
SO_isotope:ULB-PS96_87.4	d34S	18.54		tegument
SO_isotope:ULB-PS96_88.1	d34S	12.85		tegument
SO_isotope:ULB-PS96_930	d34S	17.55		tegument
SO_isotope:ULB-PS96_104.1	d34S	18.57		tegument
SO_isotope:ULB-PS96_104.2	d34S	18.34		tegument
SO_isotope:ULB-PS96_1244	d34S	16.72		tegument
SO_isotope:ULB-PS96_213.1	d34S	18.3		tegument
SO_isotope:ULB-PS96_213.2	d34S	15.53		tegument
SO_isotope:ULB-PS96_268.1	d34S	17.11		tegument
SO_isotope:ULB-PS96_491	d34S	17.01		tegument
SO_isotope:ULB-PS96_492	d34S	18.77		tegument
SO_isotope:ULB-PS96_494	d34S	17.41		tegument
SO_isotope:ULB-PS96_761.1	d34S	18.24		tegument
SO_isotope:ULB-PS96_761.2	d34S	18.03		tegument
SO_isotope:ULB-PS96_761.3	d34S	18.11		tegument
SO_isotope:ULB-PS96_924.2	d34S	17.5		tegument
SO_isotope:ULB-PS96_924.4	d34S	19.14		tegument
SO_isotope:ULB-PS96_992.1	d34S	17.3		tegument
SO_isotope:ULB-PS96_992.2	d34S	17.39		tegument
SO_isotope:ULB-PS96_992.4	d34S	17.23		tegument
SO_isotope:ULB-PS96_992.5	d34S	18.6		tegument
SO_isotope:ULB-PS96_992.6	d34S	20.43		tegument
SO_isotope:ULB-PS96_933	d34S	20.32		tegument
SO_isotope:ULB-PS96_1126	d34S	16.17		tegument
SO_isotope:ULB-PS96_212.1	d34S	18.36		tegument
SO_isotope:ULB-PS96_359	d34S	17.08		tegument
SO_isotope:ULB-PS96_760	d34S	12.44		tegument
SO_isotope:ULB-PS96_98	d34S	16.14		tegument
SO_isotope:ULB-PS96_1240.2	d34S	11.53		tegument
SO_isotope:ULB-PS96_509	d34S	17.55		tegument
SO_isotope:ULB-PS96_613	d34S	19.22		tegument
SO_isotope:ULB-PS96_749	d34S	18.55		tegument
SO_isotope:ULB-PS96_108	d34S	16.43		tegument
SO_isotope:ULB-PS96_1081.1	d34S	21.94		tegument
SO_isotope:ULB-PS96_1081.3	d34S	17.21		tegument
SO_isotope:ULB-PS96_1242	d34S	17.81		tegument
SO_isotope:ULB-PS96_496	d34S	17.43		tegument
SO_isotope:ULB-PS96_497	d34S	10.54		tegument
SO_isotope:ULB-PS96_498	d34S	8.95		tegument
SO_isotope:ULB-PS96_662.1	d34S	17.5		tegument
SO_isotope:ULB-PS96_662.2	d34S	16.92		tegument
SO_isotope:ULB-PS96_662.3	d34S	20.67		tegument
SO_isotope:ULB-PS96_662.4	d34S	17.7		tegument
SO_isotope:ULB-PS96_662.5	d34S	17.03		tegument
SO_isotope:ULB-PS96_662.6	d34S	17.72		tegument
SO_isotope:ULB-PS96_662.7	d34S	16.15		tegument
SO_isotope:ULB-PS96_662.8	d34S	17.82		tegument
SO_isotope:ULB-PS96_662.9	d34S	15.94		tegument
SO_isotope:ULB-PS96_675	d34S	17.23		tegument
SO_isotope:ULB-PS96_89	d34S	18.59		tegument
SO_isotope:ULB-PS96_929	d34S	17.8		tegument
SO_isotope:ULB-PS96_1237.1	d34S	18.4		tegument
SO_isotope:ULB-PS96_1237.2	d34S	15.45		tegument
SO_isotope:ULB-PS96_1237.3	d34S	20.84		tegument
SO_isotope:ULB-PS96_1308	d34S	18.02		tegument
SO_isotope:ULB-PS96_211.2	d34S	17.06		tegument
SO_isotope:ULB-PS96_211.3	d34S	16.91		tegument
SO_isotope:ULB-PS96_1315.1	d34S	12.13		tegument
SO_isotope:ULB-PS96_1315.3	d34S	13.13		tegument
SO_isotope:ULB-PS96_663	d34S	17.6		tegument
SO_isotope:ULB-PS96_928	d34S	18		tegument
SO_isotope:ULB-PS96_97	d34S	14.53		tegument
SO_isotope:ULB-PS96_925	d34S	13.17		tegument
SO_isotope:ULB-PS96_1303	d34S	19.54		tegument
SO_isotope:ULB-PS96_265	d34S	16.77		tegument
SO_isotope:ULB-PS96_267	d34S	16.64		tegument
SO_isotope:ULB-PS96_365	d34S	19.4		tegument
SO_isotope:ULB-PS96_759	d34S	18.32		tegument
SO_isotope:ULB-PS96_822.3	d34S	17.74		tegument
SO_isotope:ULB-PS96_993.2	d34S	17.13		tegument
SO_isotope:ULB-PS96_1080	d34S	17.39		tegument
SO_isotope:ULB-PS96_1082.1	d34S	14.15		tegument
SO_isotope:ULB-PS96_1082.2	d34S	18.43		tegument
SO_isotope:ULB-PS96_1082.3	d34S	15.48		tegument
SO_isotope:ULB-PS96_109	d34S	17.57		tegument
SO_isotope:ULB-PS96_1241.1	d34S	19.13		tegument
SO_isotope:ULB-PS96_1241.2	d34S	16.97		tegument
SO_isotope:ULB-PS96_1243	d34S	13.28		tegument
SO_isotope:ULB-PS96_212.2	d34S	16.15		tegument
SO_isotope:ULB-PS96_212.3	d34S	17.45		tegument
SO_isotope:ULB-PS96_217.1	d34S	15.72		tegument
SO_isotope:ULB-PS96_217.10	d34S	19.18		tegument
SO_isotope:ULB-PS96_217.11	d34S	18.22		tegument
SO_isotope:ULB-PS96_217.2	d34S	17.71		tegument
SO_isotope:ULB-PS96_217.3	d34S	18.05		tegument
SO_isotope:ULB-PS96_217.4	d34S	18.06		tegument
SO_isotope:ULB-PS96_217.5	d34S	17.84		tegument
SO_isotope:ULB-PS96_217.6	d34S	19.06		tegument
SO_isotope:ULB-PS96_217.7	d34S	17.62		tegument
SO_isotope:ULB-PS96_217.8	d34S	19.07		tegument
SO_isotope:ULB-PS96_217.9	d34S	16.82		tegument
SO_isotope:ULB-PS96_502	d34S	16.07		tegument
SO_isotope:ULB-PS96_503	d34S	15.59		tegument
SO_isotope:ULB-PS96_505	d34S	15.4		tegument
SO_isotope:ULB-PS96_506	d34S	15.72		tegument
SO_isotope:ULB-PS96_507	d34S	13.39		tegument
SO_isotope:ULB-PS96_508	d34S	13.02		tegument
SO_isotope:ULB-PS96_994.2	d34S	15.87		tegument
SO_isotope:ULB-PS96_1311.2	d34S	17.12		tegument
SO_isotope:ULB-PS96_754.1	d34S	15.62		tegument
SO_isotope:ULB-PS96_754.2	d34S	15.72		tegument
SO_isotope:MNHN-IE-2013-17425	d34S	12.77		tegument
SO_isotope:MNHN-IE-2013-17407	d34S	12.69		tegument
SO_isotope:MNHN-IE-2013-17408	d34S	13.48		tegument
SO_isotope:MNHN-IE-2013-17409	d34S	14.42		tegument
SO_isotope:MNHN-IE-2013-8579	d34S	8.82		tegument
SO_isotope:MNHN-IE-2013-17384	d34S	16.08		tegument
SO_isotope:MNHN-IE-2013-17385	d34S	15.09		tegument
SO_isotope:MNHN-IE-2013-17386	d34S	16.38		tegument
SO_isotope:MNHN-IE-2013-17387	d34S	4.85		tegument
SO_isotope:MNHN-IE-2013-17388	d34S	18.35		tegument
SO_isotope:MNHN-IE-2013-17389	d34S	14.88		tegument
SO_isotope:MNHN-IE-2013-17426	d34S	13.62		tegument
SO_isotope:MNHN-IE-2013-17427	d34S	14.56		tegument
SO_isotope:MNHN-IE-2013-17428	d34S	12.51		tegument
SO_isotope:MNHN-IE-2013-17429	d34S	13.72		tegument
SO_isotope:MNHN-IE-2013-17430	d34S	13.87		tegument
SO_isotope:MNHN-IE-2013-17431	d34S	13.5		tegument
SO_isotope:MNHN-IE-2013-17432	d34S	14.86		tegument
SO_isotope:MNHN-IE-2013-17433	d34S	13.95		tegument
SO_isotope:MNHN-IE-2013-17434	d34S	15.48		tegument
SO_isotope:MNHN-IE-2013-17435	d34S	7.03		tegument
SO_isotope:MNHN-IE-2013-17436	d34S	8.44		tegument
SO_isotope:MNHN-IE-2013-17410	d34S	11.02		tegument
SO_isotope:MNHN-IE-2013-17397	d34S	16.64		tegument
SO_isotope:MNHN-IE-2013-17398	d34S	9.7		tegument
SO_isotope:MNHN-IE-2013-17399	d34S	8.23		tegument
SO_isotope:MNHN-IE-2013-17400	d34S	15.11		tegument
SO_isotope:MNHN-IE-2013-8495	d34S	15.6		tegument
SO_isotope:MNHN-IE-2013-17437	d34S	14.14		tegument
SO_isotope:MNHN-IE-2013-17411	d34S	15.7		tegument
SO_isotope:MNHN-IE-2013-17412	d34S	13.27		tegument
SO_isotope:MNHN-IE-2013-17413	d34S	10.92		tegument
SO_isotope:MNHN-IE-2013-8507	d34S	13.38		tegument
SO_isotope:MNHN-IE-2013-17390	d34S	13.08		tegument
SO_isotope:MNHN-IE-2013-17392	d34S	12.97		tegument
SO_isotope:MNHN-IE-2013-17393	d34S	6.5		tegument
SO_isotope:MNHN-IE-2013-17394	d34S	19.61		tegument
SO_isotope:MNHN-IE-2013-17395	d34S	13.88		tegument
SO_isotope:MNHN-IE-2013-17396	d34S	16.53		tegument
SO_isotope:MNHN-IE-2013-17438	d34S	12.75		tegument
SO_isotope:MNHN-IE-2013-17439	d34S	12.47		tegument
SO_isotope:MNHN-IE-2013-17440	d34S	12.61		tegument
SO_isotope:MNHN-IE-2013-17441	d34S	10.7		tegument
SO_isotope:MNHN-IE-2013-17391	d34S	16.72		tegument
SO_isotope:MNHN-IE-2013-8552	d34S	17		tegument
SO_isotope:MNHN-IE-2013-17416	d34S	12.31		tegument
SO_isotope:MNHN-IE-2013-8583	d34S	14.71		tegument
SO_isotope:MNHN-IE-2013-17414	d34S	13.77		tegument
SO_isotope:MNHN-IE-2013-17415	d34S	16.86		tegument
SO_isotope:MNHN-IE-2013-17442	d34S	14.05		tegument
SO_isotope:MNHN-IE-2013-17401	d34S	15.91		tegument
SO_isotope:MNHN-IE-2013-17402	d34S	4.82		tegument
SO_isotope:MNHN-IE-2013-17417	d34S	15.5		tegument
SO_isotope:MNHN-IE-2013-17418	d34S	14.84		tegument
SO_isotope:MNHN-IE-2013-17419	d34S	15.21		tegument
SO_isotope:MNHN-IE-2013-17420	d34S	13.29		tegument
SO_isotope:MNHN-IE-2013-17421	d34S	15.96		tegument
SO_isotope:MNHN-IE-2013-17422	d34S	13.75		tegument
SO_isotope:MNHN-IE-2013-17423	d34S	13.7		tegument
SO_isotope:MNHN-IE-2013-17424	d34S	15.16		tegument
SO_isotope:MNHN-IE-2013-17464	d34S	10		tegument
SO_isotope:MNHN-IE-2013-17465	d34S	11.67		tegument
SO_isotope:MNHN-IE-2013-17466	d34S	16.06		tegument
SO_isotope:MNHN-IE-2013-17443	d34S	11.7		tegument
SO_isotope:MNHN-IE-2013-17467	d34S	15.15		tegument
SO_isotope:MNHN-IE-2013-17468	d34S	14.53		tegument
SO_isotope:MNHN-IE-2013-17469	d34S	10.8		tegument
SO_isotope:MNHN-IE-2013-17470	d34S	9.76		tegument
SO_isotope:MNHN-IE-2013-17471	d34S	14.81		tegument
SO_isotope:MNHN-IE-2013-17444	d34S	8.34		tegument
SO_isotope:MNHN-IE-2013-17472	d34S	15.97		tegument
SO_isotope:MNHN-IE-2013-13114	d34S	16.51		tegument
SO_isotope:MNHN-IE-2013-17445	d34S	15.65		tegument
SO_isotope:MNHN-IE-2013-17473	d34S	14.22		tegument
SO_isotope:MNHN-IE-2013-17477	d34S	16.22		tegument
SO_isotope:MNHN-IE-2013-17456	d34S	12.93		tegument
SO_isotope:MNHN-IE-2013-17457	d34S	13.08		tegument
SO_isotope:MNHN-IE-2013-17458	d34S	11.46		tegument
SO_isotope:MNHN-IE-2013-17459	d34S	14.5		tegument
SO_isotope:MNHN-IE-2013-17460	d34S	13.38		tegument
SO_isotope:MNHN-IE-2013-17461	d34S	16.76		tegument
SO_isotope:MNHN-IE-2013-17462	d34S	14.04		tegument
